"Proposal #","full proposal title","Project Title","PI","PI Unit","Status","Sponsor","Prime Sponsor","Admin Unit","Project Start Date","Project End Date","Proposal Type","Instrument Type","Project #","Created Date.x","Total Sponsor Costs","Sponsor Deadline","academic affairs","activity type","History Action Day and Comment","Actual_Submission_Date","Actual_Udr_Consid_Date","Actual_Funding_Date","Actual_Not_Funding_Date","Actual_Submission_FY","Actual_Udr_Consid_FY","Actual_Funding_FY","Actual_Not_Funding_FY","Created Date.y","Proposal_Creation_FY","Days_to_Submission","Days_to_Funding_From_Submission","Days_to_Non_Funding_From_Submission","Actual_Submission_Month_Year","College/Division","Actual_Submission_Quarter","Actual_Funding_Quarter","Sponsor_Type_Grouped","Sponsor_Category","Submission_Status","Submission_Count","Award_Count","Total_Submission_Count","Received_Total_Sponsor_Costs"
"24-0001-P0001","Unified Physical Education Professional Development","Unified Physical Educatin Professional Development","Ben D Kern","Kinesiology & Health","Funded","Special Olympics Wyoming",,"Kinesiology & Health","7/1/2023","6/30/2024","New",,"24-0001",2023-07-03 17:18:40,11055,"6/16/2023 12:00:00 AM",,"Instruction","7/3/2023 05:29:33 PM: Proposal submitted >> 12/23/2024 12:42:17 PM: Funded.",2023-07-03 17:29:33,,2024-12-23 12:42:17,,"FY2024",,"FY2025",,2023-07-03 17:18:40,"FY2024",0,539,,"July-2023","Health Sciences","Q1 FY2024","Q2 FY2025","Non-profit","Others","Funded",0,1,1,11055
"24-0002-P0001","Rare Earth Metals Recycling by Hydrogen Reduction of REOs/Salts","REEs Recycling for REMs Production by Hydrogen Plasma Reduction of REOs/Salts","Maohong Fan","Energy & Petroleum Engineering","Funded","Polykala Technologies, LLC",,"Energy & Petroleum Engineering","4/3/2023","4/2/2025","New",,"24-0002",2023-07-03 17:59:55,80000,"7/3/2023 12:00:00 AM",,"Applied Research","7/3/2023 06:09:35 PM: Proposal submitted. >> 12/23/2024 12:46:37 PM: Funded. 7/14/2023",2023-07-03 18:09:35,,2024-12-23 12:46:37,,"FY2024",,"FY2025",,2023-07-03 17:59:55,"FY2024",0,539,,"July-2023","Engineering","Q1 FY2024","Q2 FY2025","Business","Others","Funded",0,1,1,80000
"24-0003-P0001","The NERC Faculty Scholars Program","The NERC Faculty Scholars Program","Caleb Matthew Hill","Chemistry","Funded","United States Nuclear Regulatory Commission",,"Chemistry","4/13/2023","4/12/2027","New",,"24-0003",2023-07-04 11:44:52,599999.98,"10/22/2022 12:00:00 AM",,"Instruction","7/4/2023 12:07:26 PM: Proposal submitted >> 12/23/2024 10:32:23 AM: Funded. 7/4/2023",2023-07-04 12:07:26,,2024-12-23 10:32:23,,"FY2024",,"FY2025",,2023-07-04 11:44:52,"FY2024",0,538,,"July-2023","Engineering","Q1 FY2024","Q2 FY2025","Federal","Others","Funded",0,1,1,599999.98
"24-0004-P0001","Complete Fueling Facility for Transit Facility","FY23 5339 WYDOT/FTA Capital Request (non-vehicles)","Paul W. Kunkel","Transportation Services","Funded","Wyoming Department of Transportation",,"Transportation Services","5/30/2023","9/30/2026","New",,"24-0004",2023-07-05 08:53:27,1200000,"4/15/2022 12:00:00 AM",,"Other Sponsored Activity","7/6/2023 03:44:47 PM: Legacy. Greensheet >> 7/6/2023 03:45:05 PM: Received award from WYDOT.",2023-07-06 15:44:47,,2023-07-06 15:45:05,,"FY2024",,"FY2024",,2023-07-05 08:53:27,"FY2024",2,0,,"July-2023","Campus Operations","Q1 FY2024","Q1 FY2024","State","Others","Funded",0,1,1,1200000
"24-0005-P0001","IES Special Education Research Grant University of Wyoming Subaward","IES Special Education Research Grant","Douglas Bryan Petersen","Communication Disorders","Not Funded","ADD NEW","Department of Education","Communication Disorders","7/1/2023","6/30/2027","New",,"24-0005",2023-07-05 16:16:51,459923,"9/8/2022 12:00:00 AM",,"Applied Research","7/10/2023 12:35:30 PM: Legacy data, submitted to sponsor 9/8/22 >> 12/23/2024 10:14:47 AM: Assuming not funded, as it’s been over 12 months since submission with no updates.",2023-07-10 12:35:30,,,2024-12-23 10:14:47,"FY2024",,,"FY2025",2023-07-05 16:16:51,"FY2024",5,,532,"July-2023","Health Sciences","Q1 FY2024",,"Others","Others","Submitted",1,0,1,0
"24-0006-P0001","CAREER: Defining the Role of Snow in Storing and Transmitting Liquid Water  to Generate Streamflow","CAREER: Defining the Role of Snow in Storing and Transmitting Liquid Water  to Generate Streamflow","Ryan Webb","Civil & Architectural Engineering & Construction Management","Not Funded","National Science Foundation",,"Civil & Architectural Engineering & Construction Management","7/1/2024","6/30/2029","Resubmission",,"24-0006",2023-07-06 08:44:54,711117,"7/26/2023 12:00:00 AM",,"Basic Research","8/17/2023 04:24:38 PM: submitted to sponsor 7/19/2023 >> 12/11/2023 02:09:24 PM: Received Notice of denial of funding on 12/11/2023",2023-08-17 16:24:38,,,2023-12-11 14:09:24,"FY2024",,,"FY2024",2023-07-06 08:44:54,"FY2024",43,,116,"August-2023","Engineering","Q1 FY2024",,"Federal","NSF","Submitted",1,0,1,0
"24-0006-P0002","CAREER: Defining the Role of Snow in Storing and Transmitting Liquid Water to Generate Streamflow","CAREER: Defining the Role of Snow in Storing and Transmitting Liquid Water  to Generate Streamflow","Ryan Webb","Civil & Architectural Engineering & Construction Management","Funded","National Science Foundation",,"Civil & Architectural Engineering & Construction Management","5/1/2025","4/30/2030","Resubmission",,"24-0006",2024-05-09 15:27:09,738196,"7/10/2024 12:00:00 AM",,"Basic Research","7/9/2024 09:27:39 AM: Updating form fields >> 7/10/2024 12:44:03 PM: Submitted on 07/10/2024, 12:40pm - Proposal #2438288 	Temp ID#185645 >> 1/15/2025 08:37:08 AM: Being recommended for funding. >> 1/15/2025 08:37:17 AM: Awarded.",2024-07-10 12:44:03,2025-01-15 08:37:08,2025-01-15 08:37:17,,"FY2025","FY2025","FY2025",,2024-05-09 15:27:09,"FY2024",62,189,,"July-2024","Engineering","Q1 FY2025","Q3 FY2025","Federal","NSF","Funded",0,1,1,738196
"24-0007-P0001","Prevailing Wages in the State of Wyoming for the Wyoming Department of Workforce Services - 2023-2024","Prevailing Wages in the State of Wyoming","David M. Aadland","Economics","Funded","Wyoming Workforce Services",,"College of Business Deans Office","7/1/2023","6/30/2024","Renewal",,"24-0007",2023-07-06 10:45:49,49500,"4/24/2023 12:00:00 AM",,"Other Sponsored Activity","7/12/2023 08:26:59 AM: Legacy. No greensheet. Have award. >> 7/12/2023 08:27:16 AM: Award Received.",2023-07-12 08:26:59,,2023-07-12 08:27:16,,"FY2024",,"FY2024",,2023-07-06 10:45:49,"FY2024",6,0,,"July-2023","Business","Q1 FY2024","Q1 FY2024","State","Others","Funded",0,1,1,49500
"24-0007-P0002","Prevailing Wages in the State of Wyoming for the Wyoming Department of Workforce Services - 2024-2025","Prevailing Wages in the State of Wyoming","David M. Aadland","Economics","Funded","Wyoming Workforce Services",,"COB Centers for Excellence","8/1/2024","6/30/2025","Non-Competing Continuation",,"24-0007",2024-04-19 16:14:53,51840,"1/1/2025 12:00:00 AM",,"Other Sponsored Activity","4/23/2024 07:48:47 AM: Submitted to Sponsor. >> 4/23/2024 07:48:55 AM: Funded.",2024-04-23 07:48:47,,2024-04-23 07:48:55,,"FY2024",,"FY2024",,2024-04-19 16:14:53,"FY2024",4,0,,"April-2024","Business","Q4 FY2024","Q4 FY2024","State","Others","Funded",0,1,1,51840
"24-0008-P0001","Proposal for an Outside Evaluation of the Arkansas Opioid Recovery Partnership","Evaluation of the Arkansas Opioid Recovery Partnership","Rodney A. Wambeam","Wyoming Survey & Analysis Center","Funded","ADD NEW",,"Wyoming Survey & Analysis Center","8/1/2023","10/31/2026","New",,"24-0008",2023-07-06 11:09:32,398087,"7/12/2023 12:00:00 AM",,"Other Sponsored Activity","7/6/2023 12:06:14 PM: More information needed in general and budget tab
 >> 7/26/2023 12:13:36 PM: Submitted to sponsor 6/18/23, proposal reviewed by ORED prior to submission. Proposal not routed until letter for 0% IDC provided by sponsor >> 9/8/2023 04:02:12 PM: Funded.",2023-07-26 12:13:36,,2023-09-08 16:02:12,,"FY2024",,"FY2024",,2023-07-06 11:09:32,"FY2024",20,44,,"July-2023","Research & Economic Development","Q1 FY2024","Q1 FY2024","State","Others","Funded",0,1,1,398087
"24-0009-P0001","2023 Challenge Grant to Fund the Wyoming Migration Initiative","Challenge Grant to Fund the Wyoming Migration Initiative","Matthew Kauffman","Wyoming Coop Unit","Funded","Knobloch Family Foundation",,"Wyoming Coop Unit","7/1/2023","12/31/2025","Renewal",,"24-0009",2023-07-06 12:14:07,490000,"5/10/2023 12:00:00 AM",,"Applied Research","7/6/2023 12:25:04 PM: Submitted to Sponsor 5/10/2023. Greensheet. Legacy. >> 7/6/2023 12:25:46 PM: Rec'd Award 06/06/2023. >> 7/6/2023 12:26:27 PM: Award received and in review and negotiation.",2023-07-06 12:25:04,2023-07-06 12:25:46,2023-07-06 12:26:27,,"FY2024","FY2024","FY2024",,2023-07-06 12:14:07,"FY2024",0,0,,"July-2023","Agriculture","Q1 FY2024","Q1 FY2024","Non-profit","Others","Funded",0,1,1,490000
"24-0009-P0002","Challenge Grant to Fund the Wyoming Migration Initiative","Challenge Grant to Fund the Wyoming Migration Initiative","Matthew Kauffman",,"Funded","Knobloch Family Foundation",,"Wyoming Coop Unit","7/1/2024","12/31/2026","New",,"24-0009",2024-02-13 14:53:15,440000,"5/23/2024 12:00:00 AM",,"Applied Research","6/11/2024 02:47:30 PM: Updating form fields
 >> 6/26/2024 07:05:08 AM: Submitted by department in May 2024 >> 7/30/2024 01:22:24 PM: Funded. FE agreement rec'd.",2024-06-26 07:05:08,,2024-07-30 13:22:24,,"FY2024",,"FY2025",,2024-02-13 14:53:15,"FY2024",134,34,,"June-2024","Agriculture","Q4 FY2024","Q1 FY2025","Non-profit","Others","Funded",0,1,1,440000
"24-0009-P0003","2025 Challenge Grant to Fund the Wyoming Migration Initiative","Challenge Grant to Fund the Wyoming Migration Initiative","Matthew Kauffman","Wyoming Coop Unit","Submitted to Sponsor","Knobloch Family Foundation",,"Wyoming Coop Unit","7/1/2025","12/1/2027","New",,"24-0009",2025-03-19 11:11:58,440000,"5/9/2025 12:00:00 AM",,"Applied Research","5/19/2025 09:02:03 AM: Submitted Friday, 5/16/2025",2025-05-19 09:02:03,,,,"FY2025",,,,2025-03-19 11:11:58,"FY2025",61,,,"May-2025","Agriculture","Q4 FY2025",,"Non-profit","Others","Submitted",1,0,1,0
"24-0010-P0001","WCC Crews will work with the Brush Creek/Hayden district to construct and maintain trail through RTP funding","Brush Creek/Hayden Trail Construction and Maintenance","James A. Fried","Haub School of Environment & Natural Resources","Funded","Wyoming State Parks and Cultural Resources",,"Haub School of Environment & Natural Resources","4/25/2023","4/14/2025","New",,"24-0010",2023-07-06 12:54:33,30000,"10/3/2022 12:00:00 AM",TRUE,"Other Sponsored Activity","3/15/2024 06:56:59 AM: Legacy. Has Greensheet. >> 3/15/2024 06:57:05 AM: Funded.",2024-03-15 06:56:59,,2024-03-15 06:57:05,,"FY2024",,"FY2024",,2023-07-06 12:54:33,"FY2024",253,0,,"March-2024","Haub School of Environment & Natural Resources","Q3 FY2024","Q3 FY2024","State","Others","Funded",0,1,1,30000
"24-0011-P0001","Collaborative Research: EAGER: EDU DCL: Appropriate Pedagogy for Providing Hands-on Cybersecurity Training and Awareness to Healthcare Professionals","Collaborative Research: EAGER: EDU DCL: Appropriate Pedagogy for Providing Hands-on Cybersecurity Training and Awareness to Healthcare Professionals","Diksha Shukla","Electrical Engineering & Computer Science","Not Funded","National Science Foundation",,"Electrical Engineering & Computer Science","1/1/2024","12/31/2025","New",,"24-0011",2023-07-06 13:31:14,145221,"7/7/2023 12:00:00 AM",,"Applied Research","7/10/2023 08:36:09 AM: Adding total project costs that was left blank. >> 7/10/2023 08:36:28 AM: 2335810. Submitted 7/7/2023. >> 8/31/2023 02:32:00 PM: Received notice for Denial of funding, 8.30.2023
Status: not funded",2023-07-10 08:36:28,,,2023-08-31 14:32:00,"FY2024",,,"FY2024",2023-07-06 13:31:14,"FY2024",4,,52,"July-2023","Engineering","Q1 FY2024",,"Federal","NSF","Submitted",1,0,1,0
"24-0012-P0001","WCC Crews will work with the Douglas RD to construct and maintain trail through RTP funding","Douglas Rd Trail Construction and Maintenance","James A. Fried","Haub School of Environment & Natural Resources","Funded","Wyoming State Parks and Cultural Resources",,"Haub School of Environment & Natural Resources","5/1/2023","10/31/2023","New",,"24-0012",2023-07-06 13:56:16,30000,"10/3/2022 12:00:00 AM",,"Other Sponsored Activity","3/15/2024 06:52:35 AM: Legacy. Has Greensheet. >> 3/15/2024 06:52:45 AM: Funded - 24-0012-A0001.",2024-03-15 06:52:35,,2024-03-15 06:52:45,,"FY2024",,"FY2024",,2023-07-06 13:56:16,"FY2024",253,0,,"March-2024","Haub School of Environment & Natural Resources","Q3 FY2024","Q3 FY2024","State","Others","Funded",0,1,1,30000
"24-0013-P0001","WCC Crews will work withthe LRD to construct and maintain trail through RTP funding","Laramie RD Trail Construction","James A. Fried","Haub School of Environment & Natural Resources","Funded","Wyoming State Parks and Cultural Resources",,"Haub School of Environment & Natural Resources","6/30/2023","4/14/2025","New",,"24-0013",2023-07-06 14:49:53,30000,"10/3/2022 12:00:00 AM",TRUE,"Other Sponsored Activity","3/28/2024 03:01:56 PM: Submitted in 2023 >> 3/28/2024 03:02:05 PM: funded",2024-03-28 15:01:56,,2024-03-28 15:02:05,,"FY2024",,"FY2024",,2023-07-06 14:49:53,"FY2024",266,0,,"March-2024","Haub School of Environment & Natural Resources","Q3 FY2024","Q3 FY2024","State","Others","Funded",0,1,1,30000
"24-0014-P0001","Ranch Planning for the Future: transition plans, business structure, and potential regional ranch economic impacts - University of Wyoming","Ranch Planning for the Future: transition plans, business structure, and potential regional ranch economic impacts - University of Wyoming","Kristie Anne Maczko","Ecosystem Science & Management","Funded","National Cattlemen's Beef Association",,"Ecosystem Science & Management","4/4/2023","3/31/2025","New",,"24-0014",2023-07-06 15:11:59,149900,"12/9/2022 12:00:00 AM",,"Applied Research","7/12/2023 11:10:50 AM: Submitted to sponsor 6/30 >> 7/12/2023 12:26:43 PM: FE received 5/22",2023-07-12 11:10:50,,2023-07-12 12:26:43,,"FY2024",,"FY2024",,2023-07-06 15:11:59,"FY2024",6,0,,"July-2023","Agriculture","Q1 FY2024","Q1 FY2024","Non-profit","Others","Funded",0,1,1,149900
"24-0015-P0001","Managing greater sage-grouse and wind energy developments in Wyoming","Managing Sage-Grouse and Wind Energy in Wyoming","Jeffrey L. Beck","Ecosystem Science & Management","Funded","Bureau of Land Management/Department of the Interior",,"Ecosystem Science & Management","10/1/2023","9/30/2028","New",,"24-0015",2023-07-07 13:13:28,1361383,"4/6/2023 12:00:00 AM",,"Basic Research","7/7/2023 01:23:48 PM: FY2023 Legacy Proposal Submission. Greensheet. Submitted 04/06/2023. >> 7/7/2023 01:24:25 PM: Received Award 07/06/2023",2023-07-07 13:23:48,,2023-07-07 13:24:25,,"FY2024",,"FY2024",,2023-07-07 13:13:28,"FY2024",0,0,,"July-2023","Agriculture","Q1 FY2024","Q1 FY2024","Federal","Others","Funded",0,1,1,1361383
"24-0016-P0001","University of Wyoming Student Support Services Project: 2020-2025","University of Wyoming Student Support Services","Paul Edward Hesco","Student Educational Opportunity","Funded","Department of Education",,"Student Educational Opportunity","9/1/2020","8/31/2025","Renewal",,"24-0016",2023-07-07 13:55:22,430348,"1/23/2020 12:00:00 AM",TRUE,"Other Sponsored Activity","7/7/2023 02:06:04 PM: Umbrella/Project Cleanup for SSS. >> 7/7/2023 02:06:21 PM: Awarded.",2023-07-07 14:06:04,,2023-07-07 14:06:21,,"FY2024",,"FY2024",,2023-07-07 13:55:22,"FY2024",0,0,,"July-2023","Academic Affairs","Q1 FY2024","Q1 FY2024","Federal","Others","Funded",0,1,1,430348
"24-0016-P0002","University of Wyoming Student Success Services FY26 to FY230","University of Wyoming Student Support Services","Paul Edward Hesco","Student Educational Opportunity","Funded","Department of Education",,"Student Educational Opportunity","9/1/2025","8/31/2030","Competing Continuation",,"24-0016",2024-07-10 15:00:23,463226,"7/15/2024 12:00:00 AM",TRUE,"Other Sponsored Activity","7/11/2024 01:53:33 PM: Submitted 07/11/2024 1:45 pm >> 5/5/2025 03:34:19 PM: Award is in an active status and so I am updating the proposal to funded.",2024-07-11 13:53:33,,2025-05-05 15:34:19,,"FY2025",,"FY2025",,2024-07-10 15:00:23,"FY2025",1,298,,"July-2024","Academic Affairs","Q1 FY2025","Q4 FY2025","Federal","Others","Funded",0,1,1,463226
"24-0018-P0001","Statistical Analysis of Domestic Violence Data in NH Court System","Statistical Analysis of Domestic Violence and Diversity & Inclusion Data in NH Court System","Laurel Allison Wimbish","Wyoming Survey & Analysis Center","Funded","ADD NEW",,"Wyoming Survey & Analysis Center","8/1/2023","6/30/2024","New",,"24-0018",2023-07-10 10:42:58,81395.17,"7/21/2023 12:00:00 AM",,"Other Sponsored Activity","7/26/2023 10:16:28 AM: Submitted to sponsor 7/21/23 >> 10/26/2023 11:50:54 AM: Conditional Award Notification Letter received 10/26/23, please see attachment tab. >> 2/6/2024 12:40:50 PM: Funded.",2023-07-26 10:16:28,2023-10-26 11:50:54,2024-02-06 12:40:50,,"FY2024","FY2024","FY2024",,2023-07-10 10:42:58,"FY2024",16,195,,"July-2023","Research & Economic Development","Q1 FY2024","Q3 FY2024","State","Others","Funded",0,1,1,81395.17
"24-0021-P0001","UW Barnyards and Backyards - Conservation education project for Wyoming's small acreage landowners","UW Barnyards and Backyards - An innovative project to reach out to Wyoming's small acreage landowner with conservation programs","Jennifer Sue Thompson","UW Extension","Funded","Natural Resources Conservation Service/Department of Agriculture",,"UW Extension","10/1/2023","9/30/2028","Renewal",,"24-0021",2023-07-10 14:01:22,75000,"7/10/2023 12:00:00 AM",,"Other Sponsored Activity","9/20/2023 12:24:12 PM: Previously submitted to sponsor 7/12/23 >> 9/22/2023 02:17:33 PM: Fully executed award recieved",2023-09-20 12:24:12,,2023-09-22 14:17:33,,"FY2024",,"FY2024",,2023-07-10 14:01:22,"FY2024",72,2,,"September-2023","Agriculture","Q1 FY2024","Q1 FY2024","Federal","Others","Funded",0,1,1,75000
"24-0022-P0001","Combining Traditional and Multiomic Approaches to Elucidate the Cause and Mechanisms of Canine Dysautonomia","Combining Traditional and Multiomic Approaches to Elucidate the Cause and Mechanisms of Canine Dysautonomia","Jonathan H. Fox","Veterinary Science","Funded","ADD NEW",,"Veterinary Science","1/1/2024","12/31/2025","New",,"24-0022",2023-07-10 21:38:09,78171,"7/19/2023 12:00:00 AM",,"Applied Research","7/26/2023 09:56:03 AM: Submitted to sponsor on 7/18/23 >> 12/22/2023 10:52:57 AM: Grant agreement received 12/22/23 >> 4/15/2024 12:36:49 PM: Recieved FE agreement from sponsor",2023-07-26 09:56:03,2023-12-22 10:52:57,2024-04-15 12:36:49,,"FY2024","FY2024","FY2024",,2023-07-10 21:38:09,"FY2024",16,264,,"July-2023","Agriculture","Q1 FY2024","Q4 FY2024","Non-profit","Others","Funded",0,1,1,78171
"24-0023-P0001","GEDI data fusions for characterizing post-fire landscapes to understand habitat refugia for threatened species: the case of the Canada lynx","GEDI Phase II","Joseph Dale Holbrook","Haub School of Environment & Natural Resources","Funded","Colorado State University","National Aeronautics and Space Administration","Haub School of Environment & Natural Resources","5/1/2023","5/1/2026","New",,"24-0023",2023-07-11 10:06:27,125646,"8/24/2023 12:00:00 AM",,"Applied Research","9/6/2023 09:45:53 AM: Submitted >> 10/7/2024 03:48:44 PM: Subaward from CSU is in the works. CSU PI believes UW should see it by the end of the week 10/11/2024. >> 10/15/2024 03:26:03 PM: Funded. Agreement under review.",2023-09-06 09:45:53,2024-10-07 15:48:44,2024-10-15 15:26:03,,"FY2024","FY2025","FY2025",,2023-07-11 10:06:27,"FY2024",57,405,,"September-2023","Haub School of Environment & Natural Resources","Q1 FY2024","Q2 FY2025","Others","Others","Funded",0,1,1,125646
