"Proposal #","Admin Unit","Instrument Type","PI.x","sponsor type","Prime Sponsor","Project End Date","Project Start Date","Project Title","Proposal Type","Sponsor","Status","Actual_Submission_Date","Actual_Udr_Consid_Date","Actual_Funding_Date","Actual_Not_Funding_Date","Actual_Submission_FY","Actual_Udr_Consid_FY","Actual_Funding_FY","Actual_Not_Funding_FY","Created Date.y","Proposal_Creation_FY","Days_to_Submission","Days_to_Funding_From_Submission","Days_to_Non_Funding_From_Submission","College/Division","Total Sponsor Costs","Comments","Date","Year","PI.y","Title","Agency","Program","Completion Date","Internal","External","Other","Awarded_Status_By_TIG","Comment by Nick","Correct_Proposal_Status"
"24-0036-P0001","Academic Affairs",,"Scott Henkel","U.S. Federal Government",,"8/31/2025","9/1/2023","Democracy in Conversation","New","National Endowment for the Humanities","Not Funded",2023-07-12 11:12:00,,,2024-12-09 14:46:30,"FY2024",,,"FY2025",2023-07-12 11:12:00,"FY2024",0,,516,"Academic Affairs",343441,"Created Date Imputed because Submission Date is missing for Not Funded proposal!",,,,,,,,,,,,,
"24-0037-P0001","Ecosystem Science & Management",,"Jonathan D. Lautenbach","Wyoming State Governmental Entities",,"12/15/2023","4/1/2022","Sharp-tailed grouse demographics: implications for a potential hunting season","New","Wyoming Game and Fish Department","Not Funded",2024-04-11 17:23:55,,,2024-11-22 14:26:24,"FY2024",,,"FY2025",2023-07-12 11:36:45,"FY2024",274,,225,"Agriculture",6587,,,,,,,,,,,,,,
"24-0038-P0001","Theatre & Dance",,"Margaret Ann Wilson","Wyoming State Governmental Entities",,"6/30/2024","7/1/2023","Operating Support Theatre & Dance","New","Wyoming Arts Council","Funded",2023-07-12 20:35:21,,2023-07-12 14:35:48,,"FY2024",,"FY2024",,2023-07-12 14:22:36,"FY2024",0,0,,"Arts & Sciences",15000,,,,,,,,,,,,,,
"24-0039-P0001","Botany",,"Lauren Glenny Shoemaker","U.S. Federal Government",,"12/31/2028","1/1/2024","Species Persistence and Coexistence Under Changing Temperature, Precipitation, and Competitive Regimes.","New","National Science Foundation","Not Funded",2023-07-25 16:24:27,,,2023-12-18 08:13:08,"FY2024",,,"FY2024",2023-07-12 15:03:06,"FY2024",13,,146,"Agriculture",892679,,,,,,,,,,,,,,
"24-0040-P0001","Botany",,"Catherine E. Wagner","Non-Profit Organizations",,"8/31/2025","4/10/2023","graduate student research support for YCT genetic divergence study","New","Friend of the Teton River","Funded",2023-07-21 19:06:22,,2023-07-21 13:06:30,,"FY2024",,"FY2024",,2023-07-13 08:20:12,"FY2024",8,0,,"Agriculture",41372,,,,,,,,,,,,,,
"24-0041-P0001","Mechanical Engineering",,"Xiang Zhang","U.S. Federal Government",,"6/30/2029","7/1/2024","CAREER: Multiscale Reduced Order Modeling and Design of   Heterogeneous Materials  to Establish Microstructure-Property Relationship for Composite Materials","New","National Science Foundation","Funded",2023-07-31 16:57:53,,2024-02-26 12:53:32,,"FY2024",,"FY2024",,2023-07-13 11:06:04,"FY2024",18,210,,"Engineering",599980,,"June",2023,"Zhang, X.","CAREER:  Multiscale Reduced Order Modeling and Design of Heterogeneous Materials Under Volumetric and Interfacial Damage to Establish Microstructure-Property Relationship for Composite Materials","NSF","CAREER","7.25.23","X","X","X","Yes",,"Funded"
"24-0042-P0001","Haub School of Environment & Natural Resources",,"Joseph Dale Holbrook","U.S. Federal Government",,"9/30/2028","5/1/2023","Occupancy of carnivores","New","Forest Service/Department of Agriculture","Funded",2023-07-17 15:59:07,,2023-07-17 10:00:03,,"FY2024",,"FY2024",,2023-07-13 12:03:37,"FY2024",4,0,,"Haub School of Environment & Natural Resources",103000.37,,,,,,,,,,,,,,
"24-0043-P0001","Communication Disorders",,"Amy K. Peterson","Other Sources",,"3/31/2025","9/1/2023","A mixed-method investigation of current practices for SLPs working with adolescents","New","ADD NEW","Funded",2023-07-27 20:41:51,2023-07-27 14:43:40,2023-09-04 15:49:19,,"FY2024","FY2024","FY2024",,2023-07-13 13:31:13,"FY2024",14,39,,"Health Sciences",4988,,,,,,,,,,,,,,
"24-0044-P0001","School of Energy Resources Directors Office",,"Selena Rose Gerace","Non-Profit Organizations",,"7/1/2024","7/3/2023","TNC Industrial Decarbonization Proposal","New","The Nature Conservancy","Funded",2023-09-06 17:17:15,,2023-09-14 16:02:36,,"FY2024",,"FY2024",,2023-07-13 13:32:18,"FY2024",55,8,,"School of Energy Resources",43831.49,,,,,,,,,,,,,,
"24-0045-P0001","Zoology & Physiology",,"Brian David Cherrington","U.S. Federal Government",,"3/31/2026","4/1/2024","Anti-citrullinated Protein Antibody Production at the Cervicovaginal Mucosa","Resubmission","Agency for Healthcare Research and Quality/Department of Health and Human Services","Not Funded",2023-07-19 17:04:48,,,2024-12-23 12:48:08,"FY2024",,,"FY2025",2023-07-13 16:03:14,"FY2024",6,,523,"Agriculture",410570,,,,,,,,,,,,,,
"24-0046-P0001","Plant Sciences",,"Brian A Mealor","Industry",,"12/30/2027","6/1/2023","IAG control in rangelands","New","Environmental Science U.S.","Funded",2023-07-17 13:54:31,,2023-07-17 07:54:39,,"FY2024",,"FY2024",,2023-07-13 20:49:00,"FY2024",4,0,,"Agriculture",10000,,,,,,,,,,,,,,
"24-0047-P0001","Energy & Petroleum Engineering",,"Hertanto Adidharma","U.S. Federal Government",,"1/14/2027","1/15/2024","Capillary-phase-transition-induced separation for carbon dioxide capture","New","National Science Foundation","Not Funded",2023-08-03 16:23:32,,,2024-02-21 13:59:29,"FY2024",,,"FY2024",2023-07-13 21:57:48,"FY2024",21,,202,"Engineering",524968,,,,,,,,,,,,,,
"24-0048-P0001","Plant Sciences",,"Brian A Mealor","Industry",,"12/30/2027","4/1/2023","New tank mixes for leafy surge control","New","FMC Corporation","Funded",2023-07-17 13:53:51,,2023-07-17 07:54:00,,"FY2024",,"FY2024",,2023-07-14 06:14:34,"FY2024",3,0,,"Agriculture",5500,,,,,,,,,,,,,,
"24-0049-P0001","Atmospheric Science",,"Jeffrey R. French","U.S. Federal Government",,"1/18/2027","1/19/2024","An ESM-free approach for dust direct radiative effect estimations based on EMIT, CALIPSO, and mineralogy-resolved dust optical property models","New","National Aeronautics and Space Administration","Not Submitted to Sponsor",2023-09-06 15:45:22,,,,"FY2024",,,,2023-07-14 09:37:34,"FY2024",54,,,"Engineering",264266,,,,,,,,,,,,,,
"24-0050-P0001","Wyoming Survey & Analysis Center",,"Michael D. Dorssom","Wyoming State Governmental Entities",,"12/31/2023","6/1/2023","Bridger-Teton National Forest Survey","New","Sublette County Wyoming","Funded",2023-07-17 15:50:19,,2023-07-17 09:52:25,,"FY2024",,"FY2024",,2023-07-14 10:31:42,"FY2024",3,0,,"Research & Economic Development",23960.43,,,,,,,,,,,,,,
"24-0051-P0001","College of Health Sciences Deans Office",,"Kirbie Bryant Smalley","U.S. Federal Government",,"12/31/2028","1/1/2024","WY CoE for Rural and Frontier Health Research","New","Health Resources and Services Administration/Department of Health and Human Services","Not Funded",2023-07-18 19:51:58,,,2023-07-18 14:02:40,"FY2024",,,"FY2024",2023-07-14 11:50:29,"FY2024",4,,0,"Health Sciences",10628644,,,,,,,,,,,,,,
"24-0052-P0001","Molecular Biology",,"Owen Funk","U.S. Federal Government",,"12/8/2026","12/8/2023","Owen Funk","New","National Institute of General Medical Sciences/National Institutes of Health/Department of Health and Human Services","Not Funded",2023-08-09 21:57:29,,,2025-01-02 12:29:24,"FY2024",,,"FY2025",2023-07-14 16:08:37,"FY2024",26,,512,"Agriculture",223872,,,,,,,,,,,,,,
"24-0054-P0001","Mathematics & Statistics",,"Timothy J Robinson","U.S. Federal Government",,"12/31/2025","8/1/2023","IIJA Bureau of Land Management Wyoming Wildlife Program","New","Bureau of Land Management/Department of the Interior","Funded",2023-08-30 22:39:04,,2023-08-30 16:39:16,,"FY2024",,"FY2024",,2023-07-15 18:06:55,"FY2024",46,0,,"Engineering",25997,,,,,,,,,,,,,,
"24-0055-P0001","Geology & Geophysics",,"John P. Kaszuba","Non-Profit Organizations",,"9/30/2024","7/17/2023","GSA Grant","New","Geological Society of America","Funded",2023-09-13 18:20:34,,2023-09-13 12:20:46,,"FY2024",,"FY2024",,2023-07-17 09:02:00,"FY2024",58,0,,"Engineering",2500,,,,,,,,,,,,,,
"24-0056-P0001","Wyoming Survey & Analysis Center",,"Emily A. Grant","Other State and Local Governmental Entities",,"6/30/2024","8/1/2023","Statistical Analysis of Diversity and Inclusion Data NH Courts (Project 2)","New","ADD NEW","Not Funded",2023-07-26 15:55:09,,,2025-01-02 11:59:07,"FY2024",,,"FY2025",2023-07-17 09:32:56,"FY2024",9,,526,"Research & Economic Development",85559.58,,,,,,,,,,,,,,
"24-0057-P0001","Counseling Leadership Advocacy & Design",,"Amanda Christine DeDiego","Wyoming State Governmental Entities",,"6/30/2024","6/1/2023","Creating Suicide Assessment for Use with the Virtual Home Simulation (VHS)","New","Wyoming Department of Health","Funded",2023-09-13 19:15:16,,2023-09-13 16:35:27,,"FY2024",,"FY2024",,2023-07-17 10:37:56,"FY2024",58,0,,"Education",16800,,,,,,,,,,,,,,
"24-0058-P0001","School of Energy Resources Directors Office",,"Kara Brighton Fornstrom","Non-Profit Organizations",,"4/1/2024","9/1/2023","Unitization Law and Policy Study","New","Great Plains Institute","Funded",2023-09-22 19:16:14,,2023-12-07 15:37:40,,"FY2024",,"FY2024",,2023-07-17 11:31:27,"FY2024",67,76,,"School of Energy Resources",17823.82,,,,,,,,,,,,,,
"24-0060-P0001","Wyoming Survey & Analysis Center",,"Michael D. Dorssom","Wyoming State Governmental Entities",,"6/30/2024","7/1/2023","WGFD Harvest Surveys","Pre-proposal","Wyoming Game and Fish Department","Funded",2023-08-03 16:22:20,,2023-08-30 14:45:50,,"FY2024",,"FY2024",,2023-07-17 11:41:10,"FY2024",17,27,,"Research & Economic Development",373188,,,,,,,,,,,,,,
"24-0060-P0002","Wyoming Survey & Analysis Center",,"Michael D. Dorssom","Wyoming State Governmental Entities",,"6/30/2027","7/1/2024","WGFD Harvest Surveys","Renewal","Wyoming Game and Fish Department","Funded",2024-06-04 18:51:02,,2025-05-05 16:19:53,,"FY2024",,"FY2025",,2024-05-29 10:03:20,"FY2024",6,335,,"Research & Economic Development",373188,,,,,,,,,,,,,,
"24-0064-P0001","Mathematics & Statistics",,"Ping Zhong","U.S. Federal Government",,"8/31/2029","9/1/2024","CAREER:  Brown Measure and non-Hermitian Random Matrices","New","National Science Foundation","Funded",2023-07-17 14:58:03,2024-07-03 10:00:50,2024-08-01 14:15:34,,"FY2024","FY2025","FY2025",,2023-07-17 14:58:03,"FY2024",0,381,,"Engineering",492402,"Created Date Imputed because Submission Date is missing for Funded proposal!","July",2023,"Zhong","Brown Measure and Deformed non-Hermitian Random Matrices","NSF","CAREER","7.14.25","X","X",,"Yes",,"Funded"
"24-0065-P0001","Botany",,"Daniel Charles Laughlin","U.S. Federal Government",,"6/30/2029","7/1/2024","Rocky Mountain Tree Project","New","USDA Foreign Agricultural Service/Department of Agriculture","Not Funded",2023-09-11 17:26:33,,,2025-01-02 13:08:03,"FY2024",,,"FY2025",2023-07-17 15:37:28,"FY2024",56,,479,"Agriculture",898394,,,,,,,,,,,,,,
"24-0067-P0001","Civil & Architectural Engineering & Construction Management",,"Khaled Ksaibati","U.S. Federal Government","Federal Highway Administration/Department of Transportation","10/31/2024","11/1/2023","Center for  Transformative Infrastructure Preservation and Sustainability","Resubmission","North Dakota State University","Not Funded",2023-08-02 17:39:09,,,2025-01-02 12:24:31,"FY2024",,,"FY2025",2023-07-18 10:49:29,"FY2024",15,,519,"Engineering",305665,,,,,,,,,,,,,,
"24-0068-P0001","Wyoming Geographic Information Science Center",,"Di Yang","U.S. Federal Government",,"1/1/2029","1/1/2024","Tracing the Influence of Climate and Historical Land-Use Practices in Shaping Current Forest Biodiversity and Health from Regions to the Continent","New","National Science Foundation","Not Funded",2023-07-26 16:15:25,,,2024-02-13 08:42:35,"FY2024",,,"FY2024",2023-07-18 12:00:57,"FY2024",8,,202,"Engineering",830221,,"June",2023,"Yang","CAREER: Tracing the Influence of Climate and Historical Land-Use Practices in Shaping Current Forest Biodiversity and Health from Regions to the Continent","NSF","CAREER","7.26.25","X","X",,"Yes",,"Not Funded"
"24-0069-P0001","Ecosystem Science & Management",,"Jeffrey L. Beck","Industry",,"12/31/2028","10/1/2023","Long-term Monitoring Study for Adaptive Management of the Normally Pressured Lance Natural Gas Development Project for Greater Sage-Grouse","New","Jonah Energy, LLC","Not Funded",2023-07-26 19:06:40,,,2025-01-02 11:58:04,"FY2024",,,"FY2025",2023-07-18 13:39:24,"FY2024",8,,526,"Agriculture",1080362.1,,,,,,,,,,,,,,
"24-0070-P0001","Haub School of Environment & Natural Resources",,"Kayla Nicole Clark","U.S. Federal Government",,"7/31/2024","8/1/2023","Recreator Crowdsourcing of Particle Levels During Wildfires","New","Environmental Protection Agency","Funded",2023-08-30 16:33:47,,2023-08-30 10:33:56,,"FY2024",,"FY2024",,2023-07-19 10:04:33,"FY2024",42,0,,"Haub School of Environment & Natural Resources",25000,,,,,,,,,,,,,,
"24-0071-P0001","Zoology & Physiology",,"Michael E. Dillon","U.S. Federal Government","National Science Foundation","12/31/2028","1/1/2024","Behavioral and physiological syndromes in social organisms","New","University of Wisconsin, Madison","Not Funded",2023-07-28 16:15:03,,,2025-01-02 12:01:30,"FY2024",,,"FY2025",2023-07-19 10:51:04,"FY2024",9,,524,"Agriculture",105849,,,,,,,,,,,,,,
"24-0072-P0001","Economics",,"Robert W. Godby","Non-Profit Organizations",,"9/22/2023","7/1/2023","State Wind-Taxation Comparison Study Update","New","ADD NEW","Funded",2023-12-18 21:22:44,,2023-12-18 14:22:51,,"FY2024",,"FY2024",,2023-07-19 12:11:40,"FY2024",152,0,,"Business",25800,,,,,,,,,,,,,,
"24-0073-P0001","Civil & Architectural Engineering & Construction Management",,"Milan Zlatkovic","U.S. Federal Government","Federal Highway Administration/Department of Transportation","10/31/2024","11/1/2023","Center for Safe, Equitable, and Transformational Transportation (C-SETT)","New","Montana State University","Not Funded",2023-08-02 17:36:23,,,2025-01-02 12:23:11,"FY2024",,,"FY2025",2023-07-19 12:22:06,"FY2024",14,,519,"Engineering",400000,,,,,,,,,,,,,,
"24-0074-P0001","Civil & Architectural Engineering & Construction Management",,"Milan Zlatkovic","U.S. Federal Government","Federal Highway Administration/Department of Transportation","10/31/2024","11/1/2023","Resilient, Equitable, and Sustainable Environment through Transportation (RESET)","New","University of Colorado, Boulder","Not Funded",2023-08-02 17:34:04,,,2025-01-02 12:23:52,"FY2024",,,"FY2025",2023-07-19 12:49:13,"FY2024",14,,519,"Engineering",350000,,,,,,,,,,,,,,
"24-0075-P0001","Plant Sciences",,"James J. Heitholt","Industry",,"6/30/2024","5/1/2023","Effect of ORO-AGRI Products on Yield of Corn, Dry Bean, Sugar Beet","New","ORO AGRI","Funded",2023-08-30 14:18:23,,2024-12-23 12:27:10,,"FY2024",,"FY2025",,2023-07-19 13:36:42,"FY2024",42,481,,"Agriculture",24000,,,,,,,,,,,,,,
"24-0077-P0001","Plant Sciences",,"Donna Karen Harris","Wyoming State Governmental Entities",,"4/30/2024","6/8/2023","Breeding for High Yield, High Maturity and Upright Lines Adapted to Wyoming","New","Wyoming Bean Commission","Funded",2024-03-14 16:46:33,,2024-03-19 15:58:51,,"FY2024",,"FY2024",,2023-07-19 14:51:47,"FY2024",239,5,,"Agriculture",28000,,,,,,,,,,,,,,
"24-0078-P0001","Plant Sciences",,"James J. Heitholt","Wyoming State Governmental Entities",,"4/30/2024","6/8/2023","Granular Rhizobia inoculants on Dry Bean","New","Wyoming Bean Commission","Funded",2023-07-20 18:05:45,,2023-07-20 12:05:54,,"FY2024",,"FY2024",,2023-07-20 09:17:59,"FY2024",0,0,,"Agriculture",5604,,,,,,,,,,,,,,
"24-0079-P0001","Plant Sciences",,"James J. Heitholt","Wyoming State Governmental Entities",,"4/30/2024","6/8/2023","Comparison of Dry Bean Lines for Drought Tolerance","New","Wyoming Bean Commission","Funded",2023-07-20 18:06:46,,2023-07-20 12:06:56,,"FY2024",,"FY2024",,2023-07-20 09:36:17,"FY2024",0,0,,"Agriculture",16891,,,,,,,,,,,,,,
"24-0080-P0001","Plant Sciences",,"James J. Heitholt","Wyoming State Governmental Entities",,"4/30/2024","6/8/2023","Cooperative Dry Bean Nursery","New","Wyoming Bean Commission","Funded",2023-07-20 18:08:01,,2023-07-20 12:08:11,,"FY2024",,"FY2024",,2023-07-20 10:02:10,"FY2024",0,0,,"Agriculture",2787,,,,,,,,,,,,,,
"24-0080-P0002","Plant Sciences",,"James J. Heitholt","Wyoming State Governmental Entities",,"4/30/2025","5/1/2024","Cooperative Dry Bean Nursery","Competing Continuation","Wyoming Bean Commission","Funded",2024-06-25 17:54:28,,2024-07-10 06:51:39,,"FY2024",,"FY2025",,2024-06-10 15:28:29,"FY2024",15,15,,"Agriculture",3750,,,,,,,,,,,,,,
"24-0082-P0001","Wyoming Survey & Analysis Center",,"Emily A. Grant","Other State and Local Governmental Entities",,"12/31/2023","8/1/2023","State Health Assessment Community Feedback Report","New","ADD NEW","Funded",2023-08-03 13:46:38,2023-08-25 13:19:49,2023-10-17 12:18:02,,"FY2024","FY2024","FY2024",,2023-07-20 15:26:31,"FY2024",14,75,,"Research & Economic Development",47187.59,,,,,,,,,,,,,,
"24-0083-P0001","Electrical Engineering & Computer Science",,"Diksha Shukla","U.S. Federal Government",,"1/21/2029","1/22/2024","CAREER: BrainCAPTCHA: Completely Automated Test for User Verification using Dynamic Brain Biometrics","New","National Science Foundation","Funded",2023-07-28 15:55:42,,2024-07-01 16:38:49,,"FY2024",,"FY2025",,2023-07-20 16:33:21,"FY2024",8,339,,"Engineering",599211,,"April",2023,"Shukla","CAREER: BrainCAPTCHA: Completely Automated Test for User Verification using Dynamic Brain Biometrics","NSF","CAREER","4.5.23","X",,"X","Yes",,"Funded"
"24-0083-P0002","Electrical Engineering & Computer Science",,"Diksha Shukla","U.S. Federal Government",,"5/15/2025","6/14/2024","CAREER: BrainCAPTCHA: Completely Automated Test for User Verification using Dynamic Brain Biometrics","Supplement","National Science Foundation","Funded",2024-06-06 18:57:41,,2024-08-09 08:23:52,,"FY2024",,"FY2025",,2024-06-05 11:59:56,"FY2024",1,64,,"Engineering",18400,,,,,,,,,,,,,,
"24-0083-P0003","Electrical Engineering & Computer Science",,"Diksha Shukla","U.S. Federal Government",,"5/15/2026","6/15/2025","CAREER: BrainCAPTCHA: Completely Automated Test for User Verification using Dynamic Brain Biometrics","Supplement","National Science Foundation","Submitted to Sponsor",2025-07-09 20:09:22,,2025-05-05 15:27:22,,"FY2026",,"FY2025",,2025-04-10 15:43:28,"FY2025",90,-65,,"Engineering",19880,,,,,,,,,,,,,,
"24-0084-P0001","Energy & Petroleum Engineering",,"Maohong Fan","U.S. Federal Government","National Energy Technology Laboratory/U.S. Department of Energy","1/31/2026","2/1/2024","REE","New","ADD NEW","Funded",2023-08-08 22:18:10,,2024-09-24 09:55:09,,"FY2024",,"FY2025",,2023-07-20 16:46:26,"FY2024",19,412,,"Engineering",180000,,,,,,,,,,,,,,
"24-0085-P0001","Animal Science",,"Dana Kristen Dittoe","U.S. Federal Government",,"3/31/2025","4/1/2024","Dittoe USDA SEED","New","National Institute of Food and Agriculture/Department of Agriculture","Funded",2023-08-09 21:55:45,,2024-07-03 14:42:31,,"FY2024",,"FY2025",,2023-07-21 11:21:33,"FY2024",19,329,,"Agriculture",299980,,,,,,,,,,,,,,
"24-0086-P0001","Zoology & Physiology",,"Sarah Michelle Collins","U.S. Federal Government",,"4/30/2029","5/1/2024","CAREER: Understanding productivity in high-elevation Western lakes: influences of stoichiometry, hydrology, and implications for harmful algal blooms","New","National Science Foundation","Not Funded",2023-07-28 15:52:47,,,2023-12-19 08:20:16,"FY2024",,,"FY2024",2023-07-21 11:31:15,"FY2024",7,,144,"Agriculture",938822,,,,,,,,,,,,,,
